Place_ID,Place_Name,Deskripsi,Jam,Harga,lokasi,fasilitas,Detail_lokasi
117,Pantai Kesirat,"Pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. Pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. Keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. Keunikan lain yang menjadi ciri khas dari wisata Pantai Kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. Banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka.",00.00 -23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15800.20904703485!2d110.42474854412248!3d-8.096153220919444!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7baf39ad03012f%3A0x7fc75f89bcd7f418!2sWisata%20Tanjung%20Kesirat!5e0!3m2!1sid!2sid!4v1715397559056!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
118,Pantai Ngandong,"Pantai Ngandong terletak di Desa Sidoarjo, Kecamatan Tepus, Kabupaten Gunung Kidul, Yogyakarta. Pantai ini sebenarnya tidak jauh dari Pantai Indrayanti yang lebih terkenal dahulu, tepatnya terletak di sebelah barat laut dari pantai Indrayanti. Pantai Ngandong termasuk pantai yang kecil namun mempunyai ciri khas tersendiri yang menjadi daya tarik bagi wisatawan. Meskipun demikian belum banyak wisatawan yang mengetahui destinasi wisata pantai ini. Pantai ini ramai penunjung ketika musim liburan, namun sepi ketika hari-hari biasa.",00.00 -23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.5577410930246!2d110.60356587477003!3d-8.14642299188383!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bba251a7f6081%3A0x101b8bda010ec62f!2sPantai%20Ngandong!5e0!3m2!1sid!2sid!4v1715397577701!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
119,Galaxy Waterpark Jogja,"Galaxy Waterpark adalah taman rekreasi air yang berdiri di atas lahan seluas 2,5 hektar ini sangat cukup untuk menampung pengunjung di waktu liburan. Dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmati. Di tempat ini juga tersedia beberapa kolam, dari kolam anak sampai kolam dewasa. Selain itu fasilitas yang disediakan pengelolapun juga terbilang lengkap untuk mendukung kenyamananmu saat berlibur.",08.00 - 16.00,40000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.752868370644!2d110.41111677476627!3d-7.8159632922046764!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a57381999ae6f%3A0x6f677fc8515f1aaa!2sGalaxy%20Waterpark!5e0!3m2!1sid!2sid!4v1715397600606!5m2!1sid!2sid,"Waterpark, area bermain anak, kolam renang, restoran, toko suvenir, fasilitas parkir.","Jl. Wonosari No.6, Kalangan, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55196"
120,Desa Wisata Pulesari,"Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti.",07.00 -17.00,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.5311650503145!2d110.36912307476425!3d-7.625880592389684!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a607be3e2fd29%3A0x1bf37c8ecf4f712d!2sDesa%20Wisata%20Pulesari!5e0!3m2!1sid!2sid!4v1715397626726!5m2!1sid!2sid,"Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan.","Pulesari, Wono Kerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551"
121,Desa Wisata Tembi,"Desa Wisata Tembi, merupakan satu dari sekian desa wisata yang sukses menata kawasannya, sehingga menjadi sebuah kawasan yang layak untuk dikunjungi. Potensi alam, sejarah, serta potensi budaya yang dimiliki Desa Wisata Tembi memang sangat pas untuk dijadikan sebuah desa wisata. Apalagi jarak Desa Wisata Tembi tidak jauh dari pusat kota Jogja. Ternyata, pesona keindahan Desa Wisata Tembi tidak hanya terbatas pada dua hal tersebut saja. Dan inilah info lengkap Desa Wisata Tembi, sebagai referensi awal menentukan lokasi wisata saat liburan nanti. Lokasi Desa Wisata Tembi terletak satu arah menuju Parangtritis. Alamat Desa Wisata Tembi berada di Desa Tembi, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",08.00 - 20.00,50000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.2376410617303!2d110.35442687476699!3d-7.870183592151986!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a567296448a89%3A0xd093f42cb73ebcbf!2zVGVtYmkgRGVzYSBCdWRheWEg6qag6qa86qap6qeA6qan6qa26qai6qa86qax6qan6qa46qai6qaq!5e0!3m2!1sid!2sid!4v1715397651000!5m2!1sid!2sid,"Homestay, restoran lokal, aktivitas pedesaan, taman bunga, area pertunjukan seni, fasilitas parkir.","Jl. Parangtritis Jl. Tembi No.8, Tembi, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185"
122,Wisata Kaliurang,"Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat.",06.00 -17.00,8000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d126535.7543725531!2d110.34857732140712!3d-7.6570739250426865!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a66c955555555%3A0x511a646e604a69c!2sKaliurang%20Park%20-%20Botanical%20Garden!5e0!3m2!1sid!2sid!4v1715397688303!5m2!1sid!2sid,"Spot pandang, trekking, area piknik, spot foto alam, fasilitas toilet, tempat duduk bersantai.","Kaliurang Barat, Kaliurang, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582"
123,Heha Sky View,"HeHa Sky View adalah salah satu tempat wisata terbaru di Yogyakarta dan paling hits saat ini. Mau foto estetik ala selebgram atau berfoto di atas rooftop berlantai kaca? Bisa! .Terletak di Yogyakarta yang romantis, Heha Sky View adalah tempat wisata yang punya tiga ciri khas. Berdasarkan akun Instagram milik mereka, tiga hal yang menjadi ciri utama Heha Sky View adalah selfie, resto, dan food stalls. Ada banyak penjual makanan kekinian berkonsep kontainer untuk kamu yang suka memanjakan lidah. Dan kalau ingin menambah stok swafoto ada banyak spot Instagrammable yang patut dicoba.",08.00 - 21.00,15000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.432391550119!2d110.47547077476663!3d-7.849732642171843!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a512d80f3246d%3A0xf671a280cf1b6f55!2sHeHa%20Sky%20View!5e0!3m2!1sid!2sid!4v1715397723951!5m2!1sid!2sid,"Pemandangan kota, wahana permainan, area berfoto, tempat duduk bersantai, fasilitas parkir, restoran.","Jl. Dlingo-Patuk No.2, Patuk, Bukit, Kec. Patuk, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55862"
124,Taman Sungai Mudal,"Taman Sungai Mudal, sebuah objek wisata alam terbuka yang terletak di Kabupaten Kulon Progo, yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami. Mata airnya bersumber dari sebuah goa, sehingga kehadiran Taman Sungai Mudal menjadi mengesampingkan kesan angker dari sebuah goa. Apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana. Taman Sungai Mudal menjadi salah-satu wisata Kulon Progo yang selalu menjadi destinasi utama saat liburan tiba. Salah-satu alasan utamanya dikarenakan Taman Sungai Mudal mampu menjadi destinasi wisata keluarga yang menyenangkan.",08.00 - 16.00,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.254486683681!2d110.11358767476565!3d-7.762813592256349!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7aee4a6fe974b7%3A0xc8f1e183fc8e2531!2sEkowisata%20Sungai%20Mudal!5e0!3m2!1sid!2sid!4v1715397748618!5m2!1sid!2sid,"Taman alam, spot foto, area piknik, trekking, fasilitas toilet, tempat parkir.","Banyunganti, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674"
125,Pantai Sanglen,"Pantai Sanglen. Lokasinya berada di Desa Kemadang, Gunung Kidul. Pantai indah yang satu ini memang terdengar asing di telinga, namun ternyata pantai ini menyimpan keindahan yang sangat menenangkan. Keadaan ombaknya diam-diam menghanyutkan membuat kita harus berhati-hati jika ingin bermain air ketika sedang pasang, namun ketika surut kamu dapat bemain ombak di sekitar pantainya. Tak jauh dari area pantai terdapat sebuah bukit dengan hiasan pepohonan yang masih rindang serta berwarna hijau alam, kamu dapat naik ke atas bukit melalui tangga yang sudah disediakan.",00.00 - 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15798.612719724822!2d110.5613364441299!3d-8.136745320289712!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bba5fd21612d3%3A0x7c1989e6d71ac983!2sPantai%20Sanglen!5e0!3m2!1sid!2sid!4v1715397769737!5m2!1sid!2sid,"Spot foto pantai, aktivitas pantai, restoran pantai, pemandangan laut, fasilitas toilet, tempat parkir.","Kemadang, Kec. Tanjungsari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881"
126,Pantai Congot,"Selain Pantai Glagah dan Pantai Trisik, ternyata masih ada satu lagi pantai yang berada di Kulon Progo. Yakni Pantai Congot, pantai yang satu ini terkenal sebagai surganya memancing ikan. Maka tak heran jika Pantai Congot banyak dikunjungi oleh mereka para mancing mania, selain itu masyarakat sekitar Pantai Congot menggantungkan hidupnya sebagai nelayan. Pantai Congot memang tak sepopuler pantai lain yang ada di Kulon Progo, mulai banyak dikunjungi wisatawan ketika dibukanya Hutan Mangrove Pasir Mendit. Karena memang lokasinya yang tak terlalu jauh dari Pantai Congot, yakni berada di sebelah barat pantai. Pantai Congot merupakan muara dari Sungai Bogowonto. Ini pulalah yang menyebabkan Pantai Congot menjadi spot favorite para pemancing, karena terdapat banyak jenis ikan yang ada mulai dari ikan air tawar, ikan air payau hingga ikan air asin.",00.00 - 23.59,3000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15807.643317520402!2d110.03427934408789!3d-7.904384273897932!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7ae3e5c895eeb9%3A0x250021b08adb4ef6!2sPantai%20Congot!5e0!3m2!1sid!2sid!4v1715397793688!5m2!1sid!2sid,"Spot foto pantai, aktivitas pantai, restoran pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
127,Museum Affandi,"Museum Affandi, terletak di Jalan Laksda Adisucipto, Yogyakarta, merupakan persembahan seni ekspresionis dari seniman terkenal Indonesia, Affandi. Museum ini memamerkan karya-karya seni unik Affandi dari berbagai periode dalam karirnya, menunjukkan evolusi gaya dan tekniknya. Selain sebagai galeri seni, bangunan museum dengan arsitektur modern yang khas juga menjadi daya tarik tersendiri. Dikelilingi oleh taman yang indah, pengunjung dapat menikmati suasana yang tenang, sementara kafe di area tersebut menyediakan tempat yang nyaman untuk bersantai. Museum Affandi, dengan koleksi seni yang luar biasa, menjelma sebagai destinasi seni yang penting di Yogyakarta, menarik minat pengunjung dari berbagai kalangan untuk mengapresiasi warisan seni rupa Indonesia.",09.00 -16.00,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.0670777226687!2d110.393822074766!3d-7.782712992236973!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a59c49f681dbd%3A0x3e9d55bf26695d4a!2sAffandi%20Museum!5e0!3m2!1sid!2sid!4v1715397816444!5m2!1sid!2sid,"Museum seni, galeri seni, area edukasi, kafe, toko suvenir, fasilitas parkir.","Jl. Laksda Adisucipto No.167, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281"
128,Museum Kereta Kraton Yogyakarta,"Museum Kereta Kraton Yogyakarta, terletak di dalam kompleks Keraton Yogyakarta, menawarkan pengalaman unik untuk memahami sejarah dan budaya kerajaan. Museum ini menampilkan koleksi kereta kuda dan kereta keraton yang digunakan pada masa lalu, memperlihatkan kemegahan dan keindahan transportasi kerajaan. Pengunjung dapat melihat berbagai jenis kereta yang digunakan untuk keperluan upacara kerajaan, serta mendapatkan wawasan tentang peranan mereka dalam peristiwa bersejarah. Dengan suasana yang kental akan tradisi dan kebangsawanan, Museum Kereta Kraton memberikan pandangan mendalam tentang warisan kerajaan Yogyakarta serta peran penting kereta dalam upacara adat dan kehidupan masyarakat kraton.",09.00 -15.00,15000-50000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.8522003085764!2d110.36048707476623!3d-7.805466992214838!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a578e39a1cabb%3A0x3fd2057b8163d7e6!2sMuseum%20Kereta%20Keraton!5e0!3m2!1sid!2sid!4v1715397846168!5m2!1sid!2sid,"Museum transportasi, pameran kereta, area edukasi, kafe, toko suvenir, fasilitas parkir.","Jl. Rotowijayan, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132"
129,House of Raminten,"House of Raminten di Yogyakarta adalah sebuah tempat kuliner yang memadukan tradisi Jawa dengan nuansa seni dan kreativitas. Dengan dekorasi yang khas dan warna-warna yang mencolok, tempat ini menciptakan atmosfer yang penuh keceriaan dan kehangatan. Pengunjung dapat menikmati hidangan khas Jawa yang autentik, disajikan dengan tata cara tradisional. Selain itu, House of Raminten juga menawarkan berbagai pernak-pernik dan karya seni lokal yang dapat ditemui di setiap sudut tempat ini. Secara keseluruhan, House of Raminten bukan hanya tempat makan yang lezat, tetapi juga suatu pengalaman budaya yang memadukan rasa, aroma, dan estetika yang memikat.",09.00 - 00.00,10000-20000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.043786213962!2d110.36881617476587!3d-7.785182592234601!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5831e4074603%3A0xbf9157808e91c603!2sThe%20House%20Of%20Raminten!5e0!3m2!1sid!2sid!4v1715397870961!5m2!1sid!2sid,"Restoran tradisional, area pertunjukan seni, kafe, spot foto, fasilitas toilet, tempat duduk bersantai.","Jl. Faridan M Noto No.7, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224"
130,Museum Heksa Priyo,,00.00- 23.59,5000-20000,Kota Yogyakarta,"Museum seni kontemporer, pameran seni, kafe, area edukasi, fasilitas parkir, toko suvenir.",
131,Museum Pendidikan Indonesia (MPI),"Museum Pendidikan Indonesia (MPI) di Yogyakarta adalah sebuah destinasi unik yang menghidupkan kembali nostalgia pendidikan di Indonesia. Terletak di tengah-tengah kota, museum ini menawarkan pengalaman interaktif dengan mengeksplorasi sejarah sistem pendidikan mulai dari zaman kolonial hingga masa kini. Koleksi yang kaya termasuk berbagai peralatan sekolah, buku pelajaran kuno, dan memorabilia pendidikan lainnya. Dengan tata letak yang kreatif, MPI menciptakan suasana yang mengajak pengunjung untuk merenung dan menghargai evolusi pendidikan di Indonesia. Museum ini menjadi tempat yang inspiratif untuk memahami perjalanan panjang pendidikan dalam membangun identitas dan masa depan bangsa.",08.00 - 15.30,2500-5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.1415676033434!2d110.3846265747658!3d-7.7748095922446705!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a59c9d2182ba5%3A0xd2e8ebbc8fb1d31c!2sMuseum%20Pendidikan%20Indonesia!5e0!3m2!1sid!2sid!4v1715397971428!5m2!1sid!2sid,"Museum pendidikan, pameran sejarah pendidikan, area edukasi, kafe, fasilitas parkir.","Kampus Pusat Universitas Negeri Yogyakarta, Jalan Colombo No. 1,, Caturtunggal,, Depok,, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281"
132,Jogja National Museum,"Jogja National Museum di Yogyakarta adalah sebuah institusi budaya yang menampilkan kekayaan warisan sejarah dan seni rupa Indonesia. Dengan koleksi yang luas, museum ini memamerkan artefak bersejarah, seni tradisional, dan karya seniman kontemporer yang mencerminkan keanekaragaman budaya Indonesia. Pengunjung dapat menjelajahi ruang pameran yang dirancang dengan indah, menyajikan perspektif mendalam tentang kekayaan sejarah dan seni di berbagai daerah di Indonesia. Jogja National Museum bukan hanya menjadi tempat untuk belajar, tetapi juga merayakan keindahan dan keberagaman warisan budaya Indonesia, menjadikannya destinasi yang penting untuk penggemar seni dan pencinta sejarah.",10.00 - 22.00,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.902774371075!2d110.35084147476609!3d-7.800117492220039!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a57f4de218105%3A0x87be2dc85f450c62!2sJogja%20National%20Museum!5e0!3m2!1sid!2sid!4v1715397991868!5m2!1sid!2sid,"Museum seni dan budaya, pameran seni, area edukasi, kafe, toko suvenir, fasilitas parkir.","Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167"
133,Museum Bank Indonesia Yogyakarta,"Terletak di gedung bersejarah yang sebelumnya merupakan bank, Museum Bank Indonesia di Yogyakarta memainkan peran kunci dalam merayakan dan memahami perkembangan ekonomi Indonesia. Dengan suasana yang menggabungkan elegansi bangunan kolonial dan pengaturan pameran yang modern, museum ini mengajak pengunjung dalam perjalanan melalui zaman, mulai dari peredaran uang kolonial hingga era kemerdekaan. Koleksi yang mencakup uang kuno, perangko, dan memorabilia lainnya memberikan wawasan mendalam tentang sejarah keuangan negara.",08.00 - 15.00,0-5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.8878926590737!2d110.36310507476614!3d-7.801691992218528!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a578d2749b7e5%3A0x238a18dd9aa5d242!2sBank%20Indonesia%20Heritage!5e0!3m2!1sid!2sid!4v1715398019761!5m2!1sid!2sid,"Museum sejarah ekonomi, pameran uang, area edukasi, kafe, toko suvenir, fasilitas parkir.","Jl. Panembahan Senopati No.4-6, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121"
134,Museum Kekayon,"Tempat yang memukau bagi para pencinta seni dan budaya Jawa, Museum Kekayon di Yogyakarta menghadirkan keindahan seni tradisional dalam berbagai bentuk, termasuk wayang kulit, batik, dan patung-patung khas Jawa. Selain menawarkan pameran permanen, museum ini juga sering menyelenggarakan pertunjukan seni dan lokakarya untuk mempromosikan dan mempertahankan kekayaan budaya Jawa yang khas.",08.30 - 14.00,5000-10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.765835238591!2d110.41048547476626!3d-7.814593892205984!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a59cfed4fe2cd%3A0x3859230a6aed9664!2sMuseum%20Wayang%20Kekayon!5e0!3m2!1sid!2sid!4v1715398041484!5m2!1sid!2sid,"Museum seni pertunjukan, pameran seni, area edukasi, kafe, fasilitas parkir, toko suvenir.","Jl. Jogja-Wonosari Km 7 No 277, National Rte 3, Kalangan, Baturetno, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55197"
135,House of Samiaji,"Sebagai sebuah laboratorium seni kontemporer, House of Samiaji menjadi wadah bagi karya seniman eksperimental Samiaji. Tempat ini bukan hanya menyajikan karya-karya unik dan inovatif, tetapi juga menciptakan ruang untuk refleksi dan dialog tentang seni rupa modern di Yogyakarta. Pengunjung dapat menjelajahi setiap sudut ruang yang dipenuhi dengan instalasi seni yang menggugah pikiran.",09.00 -14.00,5000-10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d252977.03341383097!2d110.2482464896069!3d-7.814560955268646!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb35d26149cbf%3A0x1acc7763bc0b2b85!2sWisma%20Joglo!5e0!3m2!1sid!2sid!4v1715398139563!5m2!1sid!2sid,"Restoran artistik, area pertunjukan seni, kafe, spot foto, fasilitas toilet, tempat duduk bersantai.","Jl. Sumarwi Jl. Mayang, RT.06/RW.12, Gadungsari, Wonosari, Kec. Wonosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55851"
136,The Palace Museum (Museum Gedung Balerante),"Terletak di gedung bersejarah yang sebelumnya adalah kediaman para bangsawan Keraton Yogyakarta, The Palace Museum memberikan pengalaman eksklusif mengenai kehidupan istana. Dengan koleksi artefak yang mencakup perabotan, kostum, dan alat-upacara, museum ini membawa pengunjung pada perjalanan mendalam ke dalam sejarah dan kekayaan budaya kerajaan.",09.00 - 15.00,5000-20000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15811.798268017812!2d110.34874409406852!3d-7.79516472559682!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a578e39a1cabb%3A0x3fd2057b8163d7e6!2sMuseum%20Kereta%20Keraton!5e0!3m2!1sid!2sid!4v1715398167568!5m2!1sid!2sid,"Museum sejarah, pameran keraton, area edukasi, kafe, fasilitas parkir, toko suvenir.","Jl. Tompeyan No.156, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244"
137,Gajah Wong Art Gallery,"Membuat perpaduan yang menarik antara seni dan kuliner, Gajah Wong Art Gallery tak hanya memamerkan karya seniman kontemporer, tetapi juga menawarkan pengalaman kuliner yang lezat di restorannya yang terkenal. Tempat ini menjadi ruang di mana seni, citarasa, dan atmosfer bersatu menciptakan pengalaman yang tak terlupakan.",09.00 - 14.30,5000-25000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d63247.19339167391!2d110.31784394022489!3d-7.795162610657927!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a57c44321b4e3%3A0x7f2aaec29b742f51!2sGajah%20Gallery%20Yogyakarta!5e0!3m2!1sid!2sid!4v1715398233187!5m2!1sid!2sid,"Galeri seni, pameran seni, kafe, spot foto, fasilitas parkir, toko suvenir.","Jl. Keloran No.6, Senggotan, Tirtonirmolo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184"
138,Galeri Nasional Indonesia Yogyakarta,"Sebagai perpanjangan dari Galeri Nasional Indonesia di Jakarta, Galeri Nasional Indonesia Yogyakarta menampilkan koleksi seni rupa kontemporer yang menarik. Dengan pameran yang berkala, galeri ini menjadi wadah bagi seniman-seniman untuk berbagi karya-karya inovatif mereka, memperkaya pengalaman seni di Yogyakarta.",10.00 - 22.00,0-10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.902774371066!2d110.35084147476607!3d-7.800117492220025!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a57f4de218105%3A0x87be2dc85f450c62!2sJogja%20National%20Museum!5e0!3m2!1sid!2sid!4v1715398257477!5m2!1sid!2sid,"Galeri seni nasional, pameran seni, area edukasi, kafe, fasilitas parkir, toko suvenir.","Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167"
139,Batik Plentong Art Space,"Tempat ini bukan hanya galeri untuk menikmati keindahan batik tradisional Indonesia, tetapi juga pusat untuk memahami proses pembuatan batik secara mendalam. Dengan desain interior yang kreatif, galeri ini mengundang pengunjung untuk merenungkan keindahan dan keunikannya.",09.00 - 17.00,0-10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15810.888139006092!2d110.3461361871582!3d-7.819218599999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a57bd205a8fe5%3A0x31bedc009abb0571!2sBatik%20Seno%20Painting%2C%20Cloth%20%26%20Course!5e0!3m2!1sid!2sid!4v1715398292632!5m2!1sid!2sid,"Galeri seni batik, pameran seni, area edukasi, kafe, fasilitas parkir, toko suvenir.","Jl. Tirtodipuran No.48, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143"
140,Artjog House,"Berfungsi sebagai pusat seni dan kreativitas, Artjog House menjadi rumah bagi seniman lokal dan internasional. Dengan ruang pameran yang luas, tempat ini menyelenggarakan berbagai acara seni dan pameran yang menampilkan keberagaman seni rupa modern dan kontemporer.",10.00 - 21.00,5000-25000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.9027743710753!2d110.35084147476607!3d-7.800117492220025!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a573d3d9bed2f%3A0x266343ba40ae0c6d!2sARTJOG!5e0!3m2!1sid!2sid!4v1715398398336!5m2!1sid!2sid,"Galeri seni, pameran seni, area edukasi, kafe, fasilitas parkir, toko suvenir.","7,0 km, Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167"
141,Art Space by ARMA,"Menjadi bagian dari kompleks ARMA (Agung Rai Museum of Art), Art Space by ARMA menyajikan karya seniman-seniman internasional dan lokal. Dengan pameran yang beragam, tempat ini mengajak pengunjung untuk mengapresiasi dan mendalami ragam seni rupa dari berbagai budaya.",11.00 - 18.00,5000-20000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d31622.301446027952!2d110.30501617431642!3d-7.812286299999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a57ef50b7c549%3A0x3114b1676c9b86ac!2sSangkring%20Art%20Space!5e0!3m2!1sid!2sid!4v1715398429107!5m2!1sid!2sid,"Galeri seni, pameran seni, area edukasi, kafe, fasilitas parkir, toko suvenir.",
